path,depth_level,depth_value,module_px,qr_px,sample_idx,qr_id,payload_groundtruth,effects,red_gain,green_gain,blue_gain,black_point,white_point,haze_alpha,amp_x,amp_y,freq_x,freq_y,phase_x,phase_y,ksize,sigma,decode_raw_ok,decode_enhance_ok,decode_stage,decoded_data
shallow/qr_B_m4_shallow_013.png,shallow,0.25,4,116,13,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.7042,1.0198,1.1117,29.6264,243.9097,0.1221,1.0561,0.819,1.5364,1.7918,6.0997,2.3412,3,1.0268,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_014.png,shallow,0.25,4,116,14,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.6399,1.0376,0.9687,27.8059,229.5472,0.1258,0.9971,0.7649,1.5864,1.7482,0.7569,3.1739,3,1.0822,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_015.png,shallow,0.25,4,116,15,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.6504,0.9969,1.0627,31.1728,229.6491,0.1111,1.0254,0.79,1.5442,1.8563,1.5677,5.325,3,0.9605,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_016.png,shallow,0.25,4,116,16,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.6351,1.031,1.0444,28.1047,212.6736,0.1138,1.0301,0.8362,1.6095,1.6744,5.0388,2.7245,3,1.0457,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_017.png,shallow,0.25,4,116,17,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.6713,0.9917,1.0316,27.6994,216.9648,0.1124,0.9741,0.7573,1.4601,1.8029,2.5989,4.3253,3,1.1036,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_018.png,shallow,0.25,4,116,18,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.6787,0.9735,1.0336,27.4224,221.817,0.1132,1.058,0.7802,1.4128,1.6428,2.746,4.9375,3,1.0668,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_019.png,shallow,0.25,4,116,19,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.7367,1.0,1.0528,29.106,211.0824,0.122,1.0042,0.8109,1.4826,1.7849,1.939,1.1287,3,1.0625,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_020.png,shallow,0.25,4,116,20,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.7045,1.0137,1.0056,30.4247,221.5566,0.1172,1.0664,0.7354,1.5581,1.8743,3.7081,0.4717,3,1.0207,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_021.png,shallow,0.25,4,116,21,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.7284,0.9321,0.9916,30.0298,220.3323,0.1284,1.0918,0.8206,1.5774,1.7772,4.1133,5.5095,3,0.9719,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_022.png,shallow,0.25,4,116,22,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.7308,0.9356,1.0891,29.0398,217.2318,0.1129,1.1068,0.7376,1.4793,1.7066,5.8101,1.9008,3,1.0585,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_023.png,shallow,0.25,4,116,23,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.7018,1.03,1.0861,29.0373,232.5006,0.115,1.0276,0.8171,1.5897,1.8236,5.7306,2.8469,3,0.9583,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_024.png,shallow,0.25,4,116,24,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.6836,1.068,1.0278,27.3434,238.2278,0.1144,1.0489,0.7606,1.5529,1.8725,0.5045,2.7918,3,0.9608,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_025.png,shallow,0.25,4,116,25,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.6621,1.0893,1.0597,27.9938,208.9391,0.1291,1.0213,0.7659,1.4934,1.6617,4.6728,3.0927,3,1.0192,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_026.png,shallow,0.25,4,116,26,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.6977,0.9522,1.0155,28.6264,214.7908,0.1152,0.9578,0.7482,1.428,1.6511,6.1957,3.9212,3,1.0389,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_027.png,shallow,0.25,4,116,27,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.735,1.0467,1.0191,31.0419,219.9927,0.1194,1.0054,0.7568,1.5529,1.6493,3.386,5.4765,3,1.0645,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_028.png,shallow,0.25,4,116,28,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.6971,1.0716,1.0001,28.2377,223.2821,0.1279,1.088,0.7237,1.5545,1.7505,3.3474,2.6918,3,1.06,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_029.png,shallow,0.25,4,116,29,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.6838,0.9872,1.099,30.3307,240.714,0.1147,0.9781,0.8166,1.5889,1.7964,4.9812,4.0469,3,0.9832,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_030.png,shallow,0.25,4,116,30,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.6536,0.9655,1.0731,28.2723,242.5594,0.1196,1.1049,0.7583,1.5814,1.6419,0.9791,2.7043,3,0.9442,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_031.png,shallow,0.25,4,116,31,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.6503,1.0841,1.1084,28.1335,212.1658,0.1143,1.0711,0.7272,1.4233,1.7563,6.0101,3.3799,3,1.0621,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_032.png,shallow,0.25,4,116,32,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.6732,1.0817,1.0922,29.6968,243.3032,0.112,1.0079,0.8035,1.6103,1.6722,5.2343,5.7526,3,1.0081,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_033.png,shallow,0.25,4,116,33,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.651,0.937,1.1245,26.9998,239.3513,0.1238,1.0835,0.7914,1.469,1.9055,0.8912,5.8847,3,1.0975,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_034.png,shallow,0.25,4,116,34,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.6851,1.0239,1.0149,29.9073,214.8959,0.1114,1.0776,0.7393,1.5417,1.8226,5.5747,1.5401,3,0.9871,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_035.png,shallow,0.25,4,116,35,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.7318,1.0254,1.0031,28.6607,243.0497,0.1127,0.992,0.8209,1.5111,1.886,2.0337,1.0078,3,0.9638,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_036.png,shallow,0.25,4,116,36,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.6544,1.0404,1.0355,28.2939,210.3581,0.1257,0.9496,0.7495,1.5045,1.727,1.1353,2.6699,3,1.1028,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_037.png,shallow,0.25,4,116,37,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.7031,0.9873,1.088,27.8233,219.3467,0.1109,1.085,0.8084,1.6183,1.8673,5.1277,5.0524,3,0.9772,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_038.png,shallow,0.25,4,116,38,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.6904,1.0016,1.0746,29.9727,239.3725,0.1167,0.9583,0.7568,1.42,1.6377,5.8541,4.8937,3,1.0907,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_039.png,shallow,0.25,4,116,39,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.7418,1.0518,1.1208,29.3721,241.3845,0.1231,1.0376,0.8165,1.5481,1.7628,4.5796,0.7619,3,1.074,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_040.png,shallow,0.25,4,116,40,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.6913,0.9699,0.9675,27.9664,226.6363,0.1236,0.9979,0.8107,1.5924,1.7887,0.0297,5.238,3,1.0012,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_041.png,shallow,0.25,4,116,41,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.6634,0.9758,0.9738,30.4408,212.7741,0.1264,0.9485,0.7487,1.4878,1.733,2.445,3.9858,3,0.9897,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_042.png,shallow,0.25,4,116,42,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.7366,1.0263,0.9681,27.1807,218.4862,0.1159,1.037,0.8316,1.5376,1.8915,1.2134,3.6384,3,1.0519,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_043.png,shallow,0.25,4,116,43,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.6663,0.956,1.0227,30.6961,243.436,0.1249,0.9907,0.7332,1.5285,1.6995,3.5909,1.4141,3,1.072,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_044.png,shallow,0.25,4,116,44,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.6879,1.0671,0.9768,27.7104,236.8699,0.1293,1.0726,0.7922,1.4742,1.7555,5.2773,0.1265,3,1.0127,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_045.png,shallow,0.25,4,116,45,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.6456,1.0247,0.9816,27.6296,242.0536,0.1164,1.0319,0.7213,1.6161,1.7453,6.2476,0.6016,3,1.033,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_046.png,shallow,0.25,4,116,46,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.7021,1.03,1.0482,27.952,241.4682,0.1257,0.9559,0.7595,1.4223,1.6903,4.1174,4.6219,3,1.0081,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_047.png,shallow,0.25,4,116,47,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.7332,0.9467,0.9852,29.4208,212.9581,0.1278,1.0578,0.8328,1.4423,1.769,5.6951,4.6742,3,1.0493,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_048.png,shallow,0.25,4,116,48,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.7131,0.9866,1.0324,27.0936,229.489,0.1203,0.9664,0.8198,1.4463,1.7101,2.1193,6.1406,3,1.0443,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_049.png,shallow,0.25,4,116,49,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.6551,1.0299,1.0258,27.9952,211.9238,0.1106,1.081,0.8352,1.4665,1.7651,5.9327,2.9574,3,0.9819,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_050.png,shallow,0.25,4,116,50,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.6799,1.0627,0.9704,28.5793,221.6696,0.128,1.0316,0.7704,1.6175,1.899,3.8101,0.3508,3,1.0388,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_051.png,shallow,0.25,4,116,51,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.7107,0.935,0.9751,27.9512,224.733,0.1145,0.9651,0.7787,1.4676,1.696,0.6446,4.8376,3,1.044,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_052.png,shallow,0.25,4,116,52,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.6566,0.9425,0.9648,29.8089,222.7618,0.1219,1.0958,0.7553,1.5695,1.8142,4.3971,3.565,3,0.9802,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_053.png,shallow,0.25,4,116,53,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.67,1.0868,0.9728,27.34,214.55,0.1181,0.9858,0.7793,1.5037,1.6426,1.6021,6.0199,3,0.9716,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_054.png,shallow,0.25,4,116,54,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.6399,1.0703,1.0136,30.5013,233.054,0.113,0.9835,0.7429,1.436,1.8983,3.346,2.3883,3,0.9509,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_055.png,shallow,0.25,4,116,55,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.73,0.9571,0.9827,29.9659,234.0373,0.1173,0.9598,0.7365,1.5633,1.6637,1.5525,2.989,3,0.9879,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_056.png,shallow,0.25,4,116,56,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.6668,1.0801,1.033,27.3933,232.6584,0.1177,1.0822,0.7995,1.4052,1.7013,5.4909,5.4828,3,0.961,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_057.png,shallow,0.25,4,116,57,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.721,1.008,1.0608,26.8361,244.1814,0.1133,1.0128,0.8107,1.4446,1.7912,1.927,2.1081,3,1.0903,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_058.png,shallow,0.25,4,116,58,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.6405,0.9456,1.0904,27.5415,238.9369,0.1106,1.039,0.7252,1.3827,1.8534,0.4373,0.8925,3,0.9682,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_059.png,shallow,0.25,4,116,59,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.6936,0.9394,1.123,31.1266,216.1223,0.1162,0.9959,0.7816,1.6157,1.7636,1.0483,5.1405,3,1.0711,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_060.png,shallow,0.25,4,116,60,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.7226,1.0215,0.9788,27.6709,210.0402,0.1252,1.0952,0.7649,1.5956,1.6489,5.0389,6.2071,3,1.0348,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_061.png,shallow,0.25,4,116,61,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.6503,1.0892,1.0826,29.1223,233.7277,0.1246,1.0265,0.7727,1.5864,1.889,3.3962,4.2622,3,1.043,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_062.png,shallow,0.25,4,116,62,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.7291,1.088,0.9844,27.0176,231.6729,0.1136,1.0432,0.8074,1.5218,1.8873,3.4061,2.6487,3,1.0898,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_063.png,shallow,0.25,4,116,63,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.6827,1.0612,0.9862,29.7982,225.7366,0.1143,0.9596,0.748,1.4847,1.658,1.7142,5.9615,3,1.0691,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_064.png,shallow,0.25,4,116,64,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.6797,1.0344,1.1211,29.1767,229.1327,0.1108,1.0041,0.8118,1.5823,1.7672,1.6325,0.1628,3,1.0594,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_065.png,shallow,0.25,4,116,65,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.6861,1.0382,1.1124,27.9104,210.5646,0.1248,1.0979,0.7351,1.5293,1.7971,3.0178,2.7554,3,1.0101,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_066.png,shallow,0.25,4,116,66,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.7298,0.9834,1.1131,27.1048,227.0243,0.1208,1.0717,0.7543,1.5339,1.7527,3.1879,2.4508,3,0.9741,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_067.png,shallow,0.25,4,116,67,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.6421,1.0454,1.0677,30.512,223.9864,0.116,1.0156,0.8365,1.522,1.9015,2.1348,1.7856,3,1.0106,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_068.png,shallow,0.25,4,116,68,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.6956,1.0691,1.0894,27.888,225.9677,0.1168,0.9556,0.7185,1.4578,1.8612,4.082,1.3526,3,1.0885,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_069.png,shallow,0.25,4,116,69,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.7346,0.9372,1.0368,27.3018,217.5722,0.1105,1.0364,0.8363,1.5011,1.7803,4.9377,4.9261,3,0.9585,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_070.png,shallow,0.25,4,116,70,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.6445,0.9724,0.9718,26.772,217.9661,0.1213,0.9904,0.808,1.3903,1.8111,5.5718,6.2796,3,0.9945,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_071.png,shallow,0.25,4,116,71,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.662,0.9779,1.0438,30.9358,244.1033,0.116,1.0786,0.727,1.5922,1.6384,0.0642,5.4086,3,1.0338,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_072.png,shallow,0.25,4,116,72,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.7164,1.0846,0.9696,28.7674,210.7558,0.1176,0.9851,0.7952,1.523,1.7307,3.5633,5.6153,3,1.0485,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_073.png,shallow,0.25,4,116,73,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.6388,0.9463,1.1014,28.3617,233.1047,0.1179,0.975,0.7913,1.6107,1.6957,5.9216,2.6477,3,1.0417,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_074.png,shallow,0.25,4,116,74,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.6726,0.9641,0.9654,28.2545,225.7375,0.1171,1.0505,0.7447,1.4687,1.666,1.4381,4.5123,3,1.0578,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_075.png,shallow,0.25,4,116,75,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.6767,1.0564,1.0053,27.3273,220.105,0.1274,0.9702,0.8311,1.4814,1.8323,0.1128,3.7275,3,1.0935,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_076.png,shallow,0.25,4,116,76,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.6451,1.0067,1.1141,31.2338,222.2496,0.1266,1.0418,0.8332,1.5391,1.659,2.0773,5.0005,3,1.0312,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_077.png,shallow,0.25,4,116,77,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.7072,0.9357,1.0734,27.6877,242.8012,0.1284,0.9734,0.7447,1.3855,1.7385,2.2766,0.8239,3,1.0285,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_078.png,shallow,0.25,4,116,78,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.741,1.0595,1.1216,29.637,242.4897,0.126,1.0296,0.7684,1.431,1.8361,5.3596,4.9555,3,1.0007,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_079.png,shallow,0.25,4,116,79,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.7137,1.0381,1.1032,28.4648,224.1042,0.1196,0.9764,0.7601,1.5138,1.7454,5.5613,0.7351,3,0.9688,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_080.png,shallow,0.25,4,116,80,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.6651,1.0689,1.0648,27.544,242.643,0.1212,0.964,0.8219,1.5447,1.8588,5.7808,4.566,3,1.0111,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_081.png,shallow,0.25,4,116,81,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.6737,1.0002,0.964,28.4207,209.6749,0.1116,1.0058,0.7235,1.4135,1.6888,5.2029,4.9578,3,0.9689,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_082.png,shallow,0.25,4,116,82,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.7027,0.9878,1.0388,28.7113,214.6923,0.1225,1.0949,0.7607,1.5641,1.7706,1.8249,2.7054,3,1.0217,True,True,raw,HYDROSHIP-M5-B
shallow/qr_B_m4_shallow_083.png,shallow,0.25,4,116,83,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.7403,0.9994,1.0063,26.8057,242.6494,0.1224,1.0099,0.8273,1.6182,1.8386,4.0486,3.9907,3,0.9907,True,True,raw,HYDROSHIP-M5-B
medium/qr_B_m4_medium_000.png,medium,0.55,4,116,0,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.4604,0.979,1.0468,55.359,216.4176,0.2183,2.0142,1.5445,2.268,2.6416,4.7849,2.806,5,1.6145,True,True,raw,HYDROSHIP-M5-B
medium/qr_B_m4_medium_001.png,medium,0.55,4,116,1,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.4736,1.1043,1.1404,53.5798,197.3253,0.2068,1.7662,1.4998,2.1381,2.5941,2.7609,3.3891,5,1.6474,True,True,raw,HYDROSHIP-M5-B
medium/qr_B_m4_medium_002.png,medium,0.55,4,116,2,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.4685,0.9704,1.1059,50.3896,205.4276,0.2148,1.9423,1.5195,2.1986,2.6241,4.7091,1.8847,5,1.7769,True,True,raw,HYDROSHIP-M5-B
medium/qr_B_m4_medium_003.png,medium,0.55,4,116,3,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.5184,1.0112,1.0687,51.7347,192.8902,0.2222,1.9996,1.4,1.9983,2.2842,0.987,1.1849,5,1.7269,True,True,raw,HYDROSHIP-M5-B
medium/qr_B_m4_medium_004.png,medium,0.55,4,116,4,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.4954,0.9462,1.0304,51.4662,194.9229,0.2068,1.9543,1.5802,2.2586,2.496,0.8779,6.1517,5,1.6045,True,True,raw,HYDROSHIP-M5-B
medium/qr_B_m4_medium_005.png,medium,0.55,4,116,5,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.4932,0.9961,1.0575,58.4553,186.2675,0.2137,1.7755,1.4681,1.9484,2.4515,3.5208,2.2609,5,1.5483,True,True,raw,HYDROSHIP-M5-B
medium/qr_B_m4_medium_006.png,medium,0.55,4,116,6,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.4902,1.0374,1.0139,52.3638,209.6153,0.2317,1.9538,1.4205,2.2441,2.4188,4.3513,0.8398,5,1.7247,True,True,raw,HYDROSHIP-M5-B
medium/qr_B_m4_medium_007.png,medium,0.55,4,116,7,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.531,0.9738,1.0849,58.0056,213.496,0.2143,1.8545,1.4231,1.9462,2.4672,5.1101,0.1261,5,1.5465,True,True,raw,HYDROSHIP-M5-B
medium/qr_B_m4_medium_008.png,medium,0.55,4,116,8,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.5007,1.0025,1.1566,51.2304,200.9849,0.2265,1.7922,1.3951,1.9948,2.3758,5.5776,4.5711,5,1.6458,True,True,raw,HYDROSHIP-M5-B
medium/qr_B_m4_medium_009.png,medium,0.55,4,116,9,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.5032,1.0687,1.0537,53.1976,203.3296,0.2279,1.7823,1.4195,2.1283,2.399,1.5801,4.3682,5,1.6755,True,True,raw,HYDROSHIP-M5-B
medium/qr_B_m4_medium_010.png,medium,0.55,4,116,10,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.4572,1.0814,1.0425,54.7764,186.8029,0.2264,1.9345,1.4518,2.0868,2.3232,4.9202,6.1744,5,1.5855,True,True,raw,HYDROSHIP-M5-B
medium/qr_B_m4_medium_011.png,medium,0.55,4,116,11,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.4649,1.0485,1.1235,55.917,186.8902,0.2208,1.8022,1.4065,2.0693,2.4313,4.9896,2.9427,5,1.7308,True,True,raw,HYDROSHIP-M5-B
medium/qr_B_m4_medium_012.png,medium,0.55,4,116,12,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.4733,1.1059,1.1783,53.1636,188.9607,0.1997,1.9609,1.4639,2.0377,2.4072,5.0923,1.089,5,1.7366,True,True,raw,HYDROSHIP-M5-B
medium/qr_B_m4_medium_013.png,medium,0.55,4,116,13,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.4901,0.9791,1.1472,52.7428,215.2544,0.2172,1.8282,1.5004,2.0642,2.5735,0.1567,0.4805,5,1.5675,True,True,raw,HYDROSHIP-M5-B
medium/qr_B_m4_medium_014.png,medium,0.55,4,116,14,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.498,1.0492,1.0345,51.4144,215.8876,0.2005,1.9807,1.4092,2.2501,2.344,5.5157,5.2457,5,1.7414,True,True,raw,HYDROSHIP-M5-B
medium/qr_B_m4_medium_015.png,medium,0.55,4,116,15,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.4939,1.0841,1.0524,57.4421,211.6155,0.2216,1.8386,1.3928,2.1808,2.5059,4.8688,5.0598,5,1.6362,True,True,raw,HYDROSHIP-M5-B
medium/qr_B_m4_medium_016.png,medium,0.55,4,116,16,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.5103,0.9595,1.1838,57.0606,212.1884,0.222,1.8624,1.4106,1.9636,2.4981,2.412,0.1927,5,1.6302,True,True,raw,HYDROSHIP-M5-B
medium/qr_B_m4_medium_017.png,medium,0.55,4,116,17,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.5159,1.0343,1.03,50.1692,215.9502,0.2106,1.8952,1.4513,2.2418,2.4366,4.1863,3.5991,5,1.6649,True,True,raw,HYDROSHIP-M5-B
medium/qr_B_m4_medium_018.png,medium,0.55,4,116,18,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.5038,1.0056,1.1849,53.3098,194.7324,0.2263,1.7685,1.5355,1.9806,2.4083,0.6029,1.6587,5,1.6524,True,True,raw,HYDROSHIP-M5-B
medium/qr_B_m4_medium_019.png,medium,0.55,4,116,19,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.4966,1.0474,1.1798,52.1099,209.3846,0.2209,1.8568,1.5517,1.9551,2.4417,5.0827,1.8239,5,1.5394,True,True,raw,HYDROSHIP-M5-B
medium/qr_B_m4_medium_020.png,medium,0.55,4,116,20,B,HYDROSHIP-M5-B,backscatter|blur|color|ripple,0.5089,0.9969,1.0374,55.7898,185.9529,0.2302,1.887,1.5209,2.0839,2.6496,5.276,4.6696,5,1.6894,True,True,raw,HYDROSHIP-M5-B
